Label,Notation,Parent Notation,Sort Priority,Description,Original Concept URI
1948-08,1948-08,,775,,http://reference.data.gov.uk/id/month/1948-08
1948-09,1948-09,,776,,http://reference.data.gov.uk/id/month/1948-09
1948-10,1948-10,,777,,http://reference.data.gov.uk/id/month/1948-10
1948-11,1948-11,,778,,http://reference.data.gov.uk/id/month/1948-11
1948-12,1948-12,,779,,http://reference.data.gov.uk/id/month/1948-12
1949-01,1949-01,,780,,http://reference.data.gov.uk/id/month/1949-01
1949-02,1949-02,,781,,http://reference.data.gov.uk/id/month/1949-02
1949-03,1949-03,,782,,http://reference.data.gov.uk/id/month/1949-03
1949-04,1949-04,,783,,http://reference.data.gov.uk/id/month/1949-04
1949-05,1949-05,,784,,http://reference.data.gov.uk/id/month/1949-05
1949-06,1949-06,,785,,http://reference.data.gov.uk/id/month/1949-06
1949-07,1949-07,,786,,http://reference.data.gov.uk/id/month/1949-07
1949-08,1949-08,,787,,http://reference.data.gov.uk/id/month/1949-08
1949-09,1949-09,,788,,http://reference.data.gov.uk/id/month/1949-09
1949-10,1949-10,,789,,http://reference.data.gov.uk/id/month/1949-10
1949-11,1949-11,,790,,http://reference.data.gov.uk/id/month/1949-11
1949-12,1949-12,,791,,http://reference.data.gov.uk/id/month/1949-12
1950-01,1950-01,,792,,http://reference.data.gov.uk/id/month/1950-01
1950-02,1950-02,,793,,http://reference.data.gov.uk/id/month/1950-02
1950-03,1950-03,,794,,http://reference.data.gov.uk/id/month/1950-03
1950-04,1950-04,,795,,http://reference.data.gov.uk/id/month/1950-04
1950-05,1950-05,,796,,http://reference.data.gov.uk/id/month/1950-05
1950-06,1950-06,,797,,http://reference.data.gov.uk/id/month/1950-06
1950-07,1950-07,,798,,http://reference.data.gov.uk/id/month/1950-07
1950-08,1950-08,,799,,http://reference.data.gov.uk/id/month/1950-08
1950-09,1950-09,,800,,http://reference.data.gov.uk/id/month/1950-09
1950-10,1950-10,,801,,http://reference.data.gov.uk/id/month/1950-10
1950-11,1950-11,,802,,http://reference.data.gov.uk/id/month/1950-11
1950-12,1950-12,,803,,http://reference.data.gov.uk/id/month/1950-12
1951-01,1951-01,,804,,http://reference.data.gov.uk/id/month/1951-01
1951-02,1951-02,,805,,http://reference.data.gov.uk/id/month/1951-02
1951-03,1951-03,,806,,http://reference.data.gov.uk/id/month/1951-03
1951-04,1951-04,,807,,http://reference.data.gov.uk/id/month/1951-04
1951-05,1951-05,,808,,http://reference.data.gov.uk/id/month/1951-05
1951-06,1951-06,,809,,http://reference.data.gov.uk/id/month/1951-06
1951-07,1951-07,,810,,http://reference.data.gov.uk/id/month/1951-07
1951-08,1951-08,,811,,http://reference.data.gov.uk/id/month/1951-08
1951-09,1951-09,,812,,http://reference.data.gov.uk/id/month/1951-09
1951-10,1951-10,,813,,http://reference.data.gov.uk/id/month/1951-10
1951-11,1951-11,,814,,http://reference.data.gov.uk/id/month/1951-11
1951-12,1951-12,,815,,http://reference.data.gov.uk/id/month/1951-12
1952-01,1952-01,,816,,http://reference.data.gov.uk/id/month/1952-01
1952-02,1952-02,,817,,http://reference.data.gov.uk/id/month/1952-02
1952-03,1952-03,,818,,http://reference.data.gov.uk/id/month/1952-03
1952-04,1952-04,,819,,http://reference.data.gov.uk/id/month/1952-04
1952-05,1952-05,,820,,http://reference.data.gov.uk/id/month/1952-05
1952-06,1952-06,,821,,http://reference.data.gov.uk/id/month/1952-06
1952-07,1952-07,,822,,http://reference.data.gov.uk/id/month/1952-07
1952-08,1952-08,,823,,http://reference.data.gov.uk/id/month/1952-08
1952-09,1952-09,,824,,http://reference.data.gov.uk/id/month/1952-09
1952-10,1952-10,,825,,http://reference.data.gov.uk/id/month/1952-10
1952-11,1952-11,,826,,http://reference.data.gov.uk/id/month/1952-11
1952-12,1952-12,,827,,http://reference.data.gov.uk/id/month/1952-12
1953-01,1953-01,,828,,http://reference.data.gov.uk/id/month/1953-01
1953-02,1953-02,,829,,http://reference.data.gov.uk/id/month/1953-02
1953-03,1953-03,,830,,http://reference.data.gov.uk/id/month/1953-03
1953-04,1953-04,,831,,http://reference.data.gov.uk/id/month/1953-04
1953-05,1953-05,,832,,http://reference.data.gov.uk/id/month/1953-05
1953-06,1953-06,,833,,http://reference.data.gov.uk/id/month/1953-06
1953-07,1953-07,,834,,http://reference.data.gov.uk/id/month/1953-07
1953-08,1953-08,,835,,http://reference.data.gov.uk/id/month/1953-08
1953-09,1953-09,,836,,http://reference.data.gov.uk/id/month/1953-09
1953-10,1953-10,,837,,http://reference.data.gov.uk/id/month/1953-10
1953-11,1953-11,,838,,http://reference.data.gov.uk/id/month/1953-11
1953-12,1953-12,,839,,http://reference.data.gov.uk/id/month/1953-12
1954-01,1954-01,,840,,http://reference.data.gov.uk/id/month/1954-01
1954-02,1954-02,,841,,http://reference.data.gov.uk/id/month/1954-02
1954-03,1954-03,,842,,http://reference.data.gov.uk/id/month/1954-03
1954-04,1954-04,,843,,http://reference.data.gov.uk/id/month/1954-04
1954-05,1954-05,,844,,http://reference.data.gov.uk/id/month/1954-05
1954-06,1954-06,,845,,http://reference.data.gov.uk/id/month/1954-06
1954-07,1954-07,,846,,http://reference.data.gov.uk/id/month/1954-07
1954-08,1954-08,,847,,http://reference.data.gov.uk/id/month/1954-08
1954-09,1954-09,,848,,http://reference.data.gov.uk/id/month/1954-09
1954-10,1954-10,,849,,http://reference.data.gov.uk/id/month/1954-10
1954-11,1954-11,,850,,http://reference.data.gov.uk/id/month/1954-11
1954-12,1954-12,,851,,http://reference.data.gov.uk/id/month/1954-12
1955-01,1955-01,,852,,http://reference.data.gov.uk/id/month/1955-01
1955-02,1955-02,,853,,http://reference.data.gov.uk/id/month/1955-02
1955-03,1955-03,,854,,http://reference.data.gov.uk/id/month/1955-03
1955-04,1955-04,,855,,http://reference.data.gov.uk/id/month/1955-04
1955-05,1955-05,,856,,http://reference.data.gov.uk/id/month/1955-05
1955-06,1955-06,,857,,http://reference.data.gov.uk/id/month/1955-06
1955-07,1955-07,,858,,http://reference.data.gov.uk/id/month/1955-07
1955-08,1955-08,,859,,http://reference.data.gov.uk/id/month/1955-08
1955-09,1955-09,,860,,http://reference.data.gov.uk/id/month/1955-09
1955-10,1955-10,,861,,http://reference.data.gov.uk/id/month/1955-10
1955-11,1955-11,,862,,http://reference.data.gov.uk/id/month/1955-11
1955-12,1955-12,,863,,http://reference.data.gov.uk/id/month/1955-12
1956-01,1956-01,,864,,http://reference.data.gov.uk/id/month/1956-01
1956-02,1956-02,,865,,http://reference.data.gov.uk/id/month/1956-02
1956-03,1956-03,,866,,http://reference.data.gov.uk/id/month/1956-03
1956-04,1956-04,,867,,http://reference.data.gov.uk/id/month/1956-04
1956-05,1956-05,,868,,http://reference.data.gov.uk/id/month/1956-05
1956-06,1956-06,,869,,http://reference.data.gov.uk/id/month/1956-06
1956-07,1956-07,,870,,http://reference.data.gov.uk/id/month/1956-07
1956-08,1956-08,,871,,http://reference.data.gov.uk/id/month/1956-08
1956-09,1956-09,,872,,http://reference.data.gov.uk/id/month/1956-09
1956-10,1956-10,,873,,http://reference.data.gov.uk/id/month/1956-10
1956-11,1956-11,,874,,http://reference.data.gov.uk/id/month/1956-11
1956-12,1956-12,,875,,http://reference.data.gov.uk/id/month/1956-12
1957-01,1957-01,,876,,http://reference.data.gov.uk/id/month/1957-01
1957-02,1957-02,,877,,http://reference.data.gov.uk/id/month/1957-02
1957-03,1957-03,,878,,http://reference.data.gov.uk/id/month/1957-03
1957-04,1957-04,,879,,http://reference.data.gov.uk/id/month/1957-04
1957-05,1957-05,,880,,http://reference.data.gov.uk/id/month/1957-05
1957-06,1957-06,,881,,http://reference.data.gov.uk/id/month/1957-06
1957-07,1957-07,,882,,http://reference.data.gov.uk/id/month/1957-07
1957-08,1957-08,,883,,http://reference.data.gov.uk/id/month/1957-08
1957-09,1957-09,,884,,http://reference.data.gov.uk/id/month/1957-09
1957-10,1957-10,,885,,http://reference.data.gov.uk/id/month/1957-10
1957-11,1957-11,,886,,http://reference.data.gov.uk/id/month/1957-11
1957-12,1957-12,,887,,http://reference.data.gov.uk/id/month/1957-12
1958-01,1958-01,,888,,http://reference.data.gov.uk/id/month/1958-01
1958-02,1958-02,,889,,http://reference.data.gov.uk/id/month/1958-02
1958-03,1958-03,,890,,http://reference.data.gov.uk/id/month/1958-03
1958-04,1958-04,,891,,http://reference.data.gov.uk/id/month/1958-04
1958-05,1958-05,,892,,http://reference.data.gov.uk/id/month/1958-05
1958-06,1958-06,,893,,http://reference.data.gov.uk/id/month/1958-06
1958-07,1958-07,,894,,http://reference.data.gov.uk/id/month/1958-07
1958-08,1958-08,,895,,http://reference.data.gov.uk/id/month/1958-08
1958-09,1958-09,,896,,http://reference.data.gov.uk/id/month/1958-09
1958-10,1958-10,,897,,http://reference.data.gov.uk/id/month/1958-10
1958-11,1958-11,,898,,http://reference.data.gov.uk/id/month/1958-11
1958-12,1958-12,,899,,http://reference.data.gov.uk/id/month/1958-12
1959-01,1959-01,,900,,http://reference.data.gov.uk/id/month/1959-01
1959-02,1959-02,,901,,http://reference.data.gov.uk/id/month/1959-02
1959-03,1959-03,,902,,http://reference.data.gov.uk/id/month/1959-03
1959-04,1959-04,,903,,http://reference.data.gov.uk/id/month/1959-04
1959-05,1959-05,,904,,http://reference.data.gov.uk/id/month/1959-05
1959-06,1959-06,,905,,http://reference.data.gov.uk/id/month/1959-06
1959-07,1959-07,,906,,http://reference.data.gov.uk/id/month/1959-07
1959-08,1959-08,,907,,http://reference.data.gov.uk/id/month/1959-08
1959-09,1959-09,,908,,http://reference.data.gov.uk/id/month/1959-09
1959-10,1959-10,,909,,http://reference.data.gov.uk/id/month/1959-10
1959-11,1959-11,,910,,http://reference.data.gov.uk/id/month/1959-11
1959-12,1959-12,,911,,http://reference.data.gov.uk/id/month/1959-12
1960-01,1960-01,,912,,http://reference.data.gov.uk/id/month/1960-01
1960-02,1960-02,,913,,http://reference.data.gov.uk/id/month/1960-02
1960-03,1960-03,,914,,http://reference.data.gov.uk/id/month/1960-03
1960-04,1960-04,,915,,http://reference.data.gov.uk/id/month/1960-04
1960-05,1960-05,,916,,http://reference.data.gov.uk/id/month/1960-05
1960-06,1960-06,,917,,http://reference.data.gov.uk/id/month/1960-06
1960-07,1960-07,,918,,http://reference.data.gov.uk/id/month/1960-07
1960-08,1960-08,,919,,http://reference.data.gov.uk/id/month/1960-08
1960-09,1960-09,,920,,http://reference.data.gov.uk/id/month/1960-09
1960-10,1960-10,,921,,http://reference.data.gov.uk/id/month/1960-10
1960-11,1960-11,,922,,http://reference.data.gov.uk/id/month/1960-11
1960-12,1960-12,,923,,http://reference.data.gov.uk/id/month/1960-12
1961-01,1961-01,,924,,http://reference.data.gov.uk/id/month/1961-01
1961-02,1961-02,,925,,http://reference.data.gov.uk/id/month/1961-02
1961-03,1961-03,,926,,http://reference.data.gov.uk/id/month/1961-03
1961-04,1961-04,,927,,http://reference.data.gov.uk/id/month/1961-04
1961-05,1961-05,,928,,http://reference.data.gov.uk/id/month/1961-05
1961-06,1961-06,,929,,http://reference.data.gov.uk/id/month/1961-06
1961-07,1961-07,,930,,http://reference.data.gov.uk/id/month/1961-07
1961-08,1961-08,,931,,http://reference.data.gov.uk/id/month/1961-08
1961-09,1961-09,,932,,http://reference.data.gov.uk/id/month/1961-09
1961-10,1961-10,,933,,http://reference.data.gov.uk/id/month/1961-10
1961-11,1961-11,,934,,http://reference.data.gov.uk/id/month/1961-11
1961-12,1961-12,,935,,http://reference.data.gov.uk/id/month/1961-12
1962-01,1962-01,,936,,http://reference.data.gov.uk/id/month/1962-01
1962-02,1962-02,,937,,http://reference.data.gov.uk/id/month/1962-02
1962-03,1962-03,,938,,http://reference.data.gov.uk/id/month/1962-03
1962-04,1962-04,,939,,http://reference.data.gov.uk/id/month/1962-04
1962-05,1962-05,,940,,http://reference.data.gov.uk/id/month/1962-05
1962-06,1962-06,,941,,http://reference.data.gov.uk/id/month/1962-06
1962-07,1962-07,,942,,http://reference.data.gov.uk/id/month/1962-07
1962-08,1962-08,,943,,http://reference.data.gov.uk/id/month/1962-08
1962-09,1962-09,,944,,http://reference.data.gov.uk/id/month/1962-09
1962-10,1962-10,,945,,http://reference.data.gov.uk/id/month/1962-10
1962-11,1962-11,,946,,http://reference.data.gov.uk/id/month/1962-11
1962-12,1962-12,,947,,http://reference.data.gov.uk/id/month/1962-12
1963-01,1963-01,,948,,http://reference.data.gov.uk/id/month/1963-01
1963-02,1963-02,,949,,http://reference.data.gov.uk/id/month/1963-02
1963-03,1963-03,,950,,http://reference.data.gov.uk/id/month/1963-03
1963-04,1963-04,,951,,http://reference.data.gov.uk/id/month/1963-04
1963-05,1963-05,,952,,http://reference.data.gov.uk/id/month/1963-05
1963-06,1963-06,,953,,http://reference.data.gov.uk/id/month/1963-06
1963-07,1963-07,,954,,http://reference.data.gov.uk/id/month/1963-07
1963-08,1963-08,,955,,http://reference.data.gov.uk/id/month/1963-08
1963-09,1963-09,,956,,http://reference.data.gov.uk/id/month/1963-09
1963-10,1963-10,,957,,http://reference.data.gov.uk/id/month/1963-10
1963-11,1963-11,,958,,http://reference.data.gov.uk/id/month/1963-11
1963-12,1963-12,,959,,http://reference.data.gov.uk/id/month/1963-12
1964-01,1964-01,,960,,http://reference.data.gov.uk/id/month/1964-01
1964-02,1964-02,,961,,http://reference.data.gov.uk/id/month/1964-02
1964-03,1964-03,,962,,http://reference.data.gov.uk/id/month/1964-03
1964-04,1964-04,,963,,http://reference.data.gov.uk/id/month/1964-04
1964-05,1964-05,,964,,http://reference.data.gov.uk/id/month/1964-05
1964-06,1964-06,,965,,http://reference.data.gov.uk/id/month/1964-06
1964-07,1964-07,,966,,http://reference.data.gov.uk/id/month/1964-07
1964-08,1964-08,,967,,http://reference.data.gov.uk/id/month/1964-08
1964-09,1964-09,,968,,http://reference.data.gov.uk/id/month/1964-09
1964-10,1964-10,,969,,http://reference.data.gov.uk/id/month/1964-10
1964-11,1964-11,,970,,http://reference.data.gov.uk/id/month/1964-11
1964-12,1964-12,,971,,http://reference.data.gov.uk/id/month/1964-12
1965-01,1965-01,,972,,http://reference.data.gov.uk/id/month/1965-01
1965-02,1965-02,,973,,http://reference.data.gov.uk/id/month/1965-02
1965-03,1965-03,,974,,http://reference.data.gov.uk/id/month/1965-03
1965-04,1965-04,,975,,http://reference.data.gov.uk/id/month/1965-04
1965-05,1965-05,,976,,http://reference.data.gov.uk/id/month/1965-05
1965-06,1965-06,,977,,http://reference.data.gov.uk/id/month/1965-06
1965-07,1965-07,,978,,http://reference.data.gov.uk/id/month/1965-07
1965-08,1965-08,,979,,http://reference.data.gov.uk/id/month/1965-08
1965-09,1965-09,,980,,http://reference.data.gov.uk/id/month/1965-09
1965-10,1965-10,,981,,http://reference.data.gov.uk/id/month/1965-10
1965-11,1965-11,,982,,http://reference.data.gov.uk/id/month/1965-11
1965-12,1965-12,,983,,http://reference.data.gov.uk/id/month/1965-12
1966-01,1966-01,,984,,http://reference.data.gov.uk/id/month/1966-01
1966-02,1966-02,,985,,http://reference.data.gov.uk/id/month/1966-02
1966-03,1966-03,,986,,http://reference.data.gov.uk/id/month/1966-03
1966-04,1966-04,,987,,http://reference.data.gov.uk/id/month/1966-04
1966-05,1966-05,,988,,http://reference.data.gov.uk/id/month/1966-05
1966-06,1966-06,,989,,http://reference.data.gov.uk/id/month/1966-06
1966-07,1966-07,,990,,http://reference.data.gov.uk/id/month/1966-07
1966-08,1966-08,,991,,http://reference.data.gov.uk/id/month/1966-08
1966-09,1966-09,,992,,http://reference.data.gov.uk/id/month/1966-09
1966-10,1966-10,,993,,http://reference.data.gov.uk/id/month/1966-10
1966-11,1966-11,,994,,http://reference.data.gov.uk/id/month/1966-11
1966-12,1966-12,,995,,http://reference.data.gov.uk/id/month/1966-12
1967-01,1967-01,,996,,http://reference.data.gov.uk/id/month/1967-01
1967-02,1967-02,,997,,http://reference.data.gov.uk/id/month/1967-02
1967-03,1967-03,,998,,http://reference.data.gov.uk/id/month/1967-03
1967-04,1967-04,,999,,http://reference.data.gov.uk/id/month/1967-04
1967-05,1967-05,,1000,,http://reference.data.gov.uk/id/month/1967-05
1967-06,1967-06,,1001,,http://reference.data.gov.uk/id/month/1967-06
1967-07,1967-07,,1002,,http://reference.data.gov.uk/id/month/1967-07
1967-08,1967-08,,1003,,http://reference.data.gov.uk/id/month/1967-08
1967-09,1967-09,,1004,,http://reference.data.gov.uk/id/month/1967-09
1967-10,1967-10,,1005,,http://reference.data.gov.uk/id/month/1967-10
1967-11,1967-11,,1006,,http://reference.data.gov.uk/id/month/1967-11
1967-12,1967-12,,1007,,http://reference.data.gov.uk/id/month/1967-12
1968-01,1968-01,,1008,,http://reference.data.gov.uk/id/month/1968-01
1968-02,1968-02,,1009,,http://reference.data.gov.uk/id/month/1968-02
1968-03,1968-03,,1010,,http://reference.data.gov.uk/id/month/1968-03
1968-04,1968-04,,1011,,http://reference.data.gov.uk/id/month/1968-04
1968-05,1968-05,,1012,,http://reference.data.gov.uk/id/month/1968-05
1968-06,1968-06,,1013,,http://reference.data.gov.uk/id/month/1968-06
1968-07,1968-07,,1014,,http://reference.data.gov.uk/id/month/1968-07
1968-08,1968-08,,1015,,http://reference.data.gov.uk/id/month/1968-08
1968-09,1968-09,,1016,,http://reference.data.gov.uk/id/month/1968-09
1968-10,1968-10,,1017,,http://reference.data.gov.uk/id/month/1968-10
1968-11,1968-11,,1018,,http://reference.data.gov.uk/id/month/1968-11
1968-12,1968-12,,1019,,http://reference.data.gov.uk/id/month/1968-12
1969-01,1969-01,,1020,,http://reference.data.gov.uk/id/month/1969-01
1969-02,1969-02,,1021,,http://reference.data.gov.uk/id/month/1969-02
1969-03,1969-03,,1022,,http://reference.data.gov.uk/id/month/1969-03
1969-04,1969-04,,1023,,http://reference.data.gov.uk/id/month/1969-04
1969-05,1969-05,,1024,,http://reference.data.gov.uk/id/month/1969-05
1969-06,1969-06,,1025,,http://reference.data.gov.uk/id/month/1969-06
1969-07,1969-07,,1026,,http://reference.data.gov.uk/id/month/1969-07
1969-08,1969-08,,1027,,http://reference.data.gov.uk/id/month/1969-08
1969-09,1969-09,,1028,,http://reference.data.gov.uk/id/month/1969-09
1969-10,1969-10,,1029,,http://reference.data.gov.uk/id/month/1969-10
1969-11,1969-11,,1030,,http://reference.data.gov.uk/id/month/1969-11
1969-12,1969-12,,1031,,http://reference.data.gov.uk/id/month/1969-12
1970-01,1970-01,,1032,,http://reference.data.gov.uk/id/month/1970-01
1970-02,1970-02,,1033,,http://reference.data.gov.uk/id/month/1970-02
1970-03,1970-03,,1034,,http://reference.data.gov.uk/id/month/1970-03
1970-04,1970-04,,1035,,http://reference.data.gov.uk/id/month/1970-04
1970-05,1970-05,,1036,,http://reference.data.gov.uk/id/month/1970-05
1970-06,1970-06,,1037,,http://reference.data.gov.uk/id/month/1970-06
1970-07,1970-07,,1038,,http://reference.data.gov.uk/id/month/1970-07
1970-08,1970-08,,1039,,http://reference.data.gov.uk/id/month/1970-08
1970-09,1970-09,,1040,,http://reference.data.gov.uk/id/month/1970-09
1970-10,1970-10,,1041,,http://reference.data.gov.uk/id/month/1970-10
1970-11,1970-11,,1042,,http://reference.data.gov.uk/id/month/1970-11
1970-12,1970-12,,1043,,http://reference.data.gov.uk/id/month/1970-12
1971-01,1971-01,,1044,,http://reference.data.gov.uk/id/month/1971-01
1971-02,1971-02,,1045,,http://reference.data.gov.uk/id/month/1971-02
1971-03,1971-03,,1046,,http://reference.data.gov.uk/id/month/1971-03
1971-04,1971-04,,1047,,http://reference.data.gov.uk/id/month/1971-04
1971-05,1971-05,,1048,,http://reference.data.gov.uk/id/month/1971-05
1971-06,1971-06,,1049,,http://reference.data.gov.uk/id/month/1971-06
1971-07,1971-07,,1050,,http://reference.data.gov.uk/id/month/1971-07
1971-08,1971-08,,1051,,http://reference.data.gov.uk/id/month/1971-08
1971-09,1971-09,,1052,,http://reference.data.gov.uk/id/month/1971-09
1971-10,1971-10,,1053,,http://reference.data.gov.uk/id/month/1971-10
1971-11,1971-11,,1054,,http://reference.data.gov.uk/id/month/1971-11
1971-12,1971-12,,1055,,http://reference.data.gov.uk/id/month/1971-12
1972-01,1972-01,,1056,,http://reference.data.gov.uk/id/month/1972-01
1972-02,1972-02,,1057,,http://reference.data.gov.uk/id/month/1972-02
1972-03,1972-03,,1058,,http://reference.data.gov.uk/id/month/1972-03
1972-04,1972-04,,1059,,http://reference.data.gov.uk/id/month/1972-04
1972-05,1972-05,,1060,,http://reference.data.gov.uk/id/month/1972-05
1972-06,1972-06,,1061,,http://reference.data.gov.uk/id/month/1972-06
1972-07,1972-07,,1062,,http://reference.data.gov.uk/id/month/1972-07
1972-08,1972-08,,1063,,http://reference.data.gov.uk/id/month/1972-08
1972-09,1972-09,,1064,,http://reference.data.gov.uk/id/month/1972-09
1972-10,1972-10,,1065,,http://reference.data.gov.uk/id/month/1972-10
1972-11,1972-11,,1066,,http://reference.data.gov.uk/id/month/1972-11
1972-12,1972-12,,1067,,http://reference.data.gov.uk/id/month/1972-12
1973-01,1973-01,,1068,,http://reference.data.gov.uk/id/month/1973-01
1973-02,1973-02,,1069,,http://reference.data.gov.uk/id/month/1973-02
1973-03,1973-03,,1070,,http://reference.data.gov.uk/id/month/1973-03
1973-04,1973-04,,1071,,http://reference.data.gov.uk/id/month/1973-04
1973-05,1973-05,,1072,,http://reference.data.gov.uk/id/month/1973-05
1973-06,1973-06,,1073,,http://reference.data.gov.uk/id/month/1973-06
1973-07,1973-07,,1074,,http://reference.data.gov.uk/id/month/1973-07
1973-08,1973-08,,1075,,http://reference.data.gov.uk/id/month/1973-08
1973-09,1973-09,,1076,,http://reference.data.gov.uk/id/month/1973-09
1973-10,1973-10,,1077,,http://reference.data.gov.uk/id/month/1973-10
1973-11,1973-11,,1078,,http://reference.data.gov.uk/id/month/1973-11
1973-12,1973-12,,1079,,http://reference.data.gov.uk/id/month/1973-12
1974-01,1974-01,,1080,,http://reference.data.gov.uk/id/month/1974-01
1974-02,1974-02,,1081,,http://reference.data.gov.uk/id/month/1974-02
1974-03,1974-03,,1082,,http://reference.data.gov.uk/id/month/1974-03
1974-04,1974-04,,1083,,http://reference.data.gov.uk/id/month/1974-04
1974-05,1974-05,,1084,,http://reference.data.gov.uk/id/month/1974-05
1974-06,1974-06,,1085,,http://reference.data.gov.uk/id/month/1974-06
1974-07,1974-07,,1086,,http://reference.data.gov.uk/id/month/1974-07
1974-08,1974-08,,1087,,http://reference.data.gov.uk/id/month/1974-08
1974-09,1974-09,,1088,,http://reference.data.gov.uk/id/month/1974-09
1974-10,1974-10,,1089,,http://reference.data.gov.uk/id/month/1974-10
1974-11,1974-11,,1090,,http://reference.data.gov.uk/id/month/1974-11
1974-12,1974-12,,1091,,http://reference.data.gov.uk/id/month/1974-12
1975-01,1975-01,,1092,,http://reference.data.gov.uk/id/month/1975-01
1975-02,1975-02,,1093,,http://reference.data.gov.uk/id/month/1975-02
1975-03,1975-03,,1094,,http://reference.data.gov.uk/id/month/1975-03
1975-04,1975-04,,1095,,http://reference.data.gov.uk/id/month/1975-04
1975-05,1975-05,,1096,,http://reference.data.gov.uk/id/month/1975-05
1975-06,1975-06,,1097,,http://reference.data.gov.uk/id/month/1975-06
1975-07,1975-07,,1098,,http://reference.data.gov.uk/id/month/1975-07
1975-08,1975-08,,1099,,http://reference.data.gov.uk/id/month/1975-08
1975-09,1975-09,,1100,,http://reference.data.gov.uk/id/month/1975-09
1975-10,1975-10,,1101,,http://reference.data.gov.uk/id/month/1975-10
1975-11,1975-11,,1102,,http://reference.data.gov.uk/id/month/1975-11
1975-12,1975-12,,1103,,http://reference.data.gov.uk/id/month/1975-12
1976-01,1976-01,,1104,,http://reference.data.gov.uk/id/month/1976-01
1976-02,1976-02,,1105,,http://reference.data.gov.uk/id/month/1976-02
1976-03,1976-03,,1106,,http://reference.data.gov.uk/id/month/1976-03
1976-04,1976-04,,1107,,http://reference.data.gov.uk/id/month/1976-04
1976-05,1976-05,,1108,,http://reference.data.gov.uk/id/month/1976-05
1976-06,1976-06,,1109,,http://reference.data.gov.uk/id/month/1976-06
1976-07,1976-07,,1110,,http://reference.data.gov.uk/id/month/1976-07
1976-08,1976-08,,1111,,http://reference.data.gov.uk/id/month/1976-08
1976-09,1976-09,,1112,,http://reference.data.gov.uk/id/month/1976-09
1976-10,1976-10,,1113,,http://reference.data.gov.uk/id/month/1976-10
1976-11,1976-11,,1114,,http://reference.data.gov.uk/id/month/1976-11
1976-12,1976-12,,1115,,http://reference.data.gov.uk/id/month/1976-12
1977-01,1977-01,,1116,,http://reference.data.gov.uk/id/month/1977-01
1977-02,1977-02,,1117,,http://reference.data.gov.uk/id/month/1977-02
1977-03,1977-03,,1118,,http://reference.data.gov.uk/id/month/1977-03
1977-04,1977-04,,1119,,http://reference.data.gov.uk/id/month/1977-04
1977-05,1977-05,,1120,,http://reference.data.gov.uk/id/month/1977-05
1977-06,1977-06,,1121,,http://reference.data.gov.uk/id/month/1977-06
1977-07,1977-07,,1122,,http://reference.data.gov.uk/id/month/1977-07
1977-08,1977-08,,1123,,http://reference.data.gov.uk/id/month/1977-08
1977-09,1977-09,,1124,,http://reference.data.gov.uk/id/month/1977-09
1977-10,1977-10,,1125,,http://reference.data.gov.uk/id/month/1977-10
1977-11,1977-11,,1126,,http://reference.data.gov.uk/id/month/1977-11
1977-12,1977-12,,1127,,http://reference.data.gov.uk/id/month/1977-12
1978-01,1978-01,,1128,,http://reference.data.gov.uk/id/month/1978-01
1978-02,1978-02,,1129,,http://reference.data.gov.uk/id/month/1978-02
1978-03,1978-03,,1130,,http://reference.data.gov.uk/id/month/1978-03
1978-04,1978-04,,1131,,http://reference.data.gov.uk/id/month/1978-04
1978-05,1978-05,,1132,,http://reference.data.gov.uk/id/month/1978-05
1978-06,1978-06,,1133,,http://reference.data.gov.uk/id/month/1978-06
1978-07,1978-07,,1134,,http://reference.data.gov.uk/id/month/1978-07
1978-08,1978-08,,1135,,http://reference.data.gov.uk/id/month/1978-08
1978-09,1978-09,,1136,,http://reference.data.gov.uk/id/month/1978-09
1978-10,1978-10,,1137,,http://reference.data.gov.uk/id/month/1978-10
1978-11,1978-11,,1138,,http://reference.data.gov.uk/id/month/1978-11
1978-12,1978-12,,1139,,http://reference.data.gov.uk/id/month/1978-12
1979-01,1979-01,,1140,,http://reference.data.gov.uk/id/month/1979-01
1979-02,1979-02,,1141,,http://reference.data.gov.uk/id/month/1979-02
1979-03,1979-03,,1142,,http://reference.data.gov.uk/id/month/1979-03
1979-04,1979-04,,1143,,http://reference.data.gov.uk/id/month/1979-04
1979-05,1979-05,,1144,,http://reference.data.gov.uk/id/month/1979-05
1979-06,1979-06,,1145,,http://reference.data.gov.uk/id/month/1979-06
1979-07,1979-07,,1146,,http://reference.data.gov.uk/id/month/1979-07
1979-08,1979-08,,1147,,http://reference.data.gov.uk/id/month/1979-08
1979-09,1979-09,,1148,,http://reference.data.gov.uk/id/month/1979-09
1979-10,1979-10,,1149,,http://reference.data.gov.uk/id/month/1979-10
1979-11,1979-11,,1150,,http://reference.data.gov.uk/id/month/1979-11
1979-12,1979-12,,1151,,http://reference.data.gov.uk/id/month/1979-12
1980-01,1980-01,,1152,,http://reference.data.gov.uk/id/month/1980-01
1980-02,1980-02,,1153,,http://reference.data.gov.uk/id/month/1980-02
1980-03,1980-03,,1154,,http://reference.data.gov.uk/id/month/1980-03
1980-04,1980-04,,1155,,http://reference.data.gov.uk/id/month/1980-04
1980-05,1980-05,,1156,,http://reference.data.gov.uk/id/month/1980-05
1980-06,1980-06,,1157,,http://reference.data.gov.uk/id/month/1980-06
