Month,Geography,Value
1985-03,east-of-england,8.30866
1985-04,east-of-england,12.8162
1985-05,east-of-england,14.84754
1985-06,east-of-england,17.10957
1985-07,east-of-england,21.51062
1985-08,east-of-england,19.75816
1985-09,east-of-england,19.70486
1985-10,east-of-england,15.38343
1985-11,east-of-england,7.08085
1985-12,east-of-england,8.89761
1986-01,east-of-england,6.12279
1986-02,east-of-england,0.84241
1986-03,east-of-england,8.96351
1986-04,east-of-england,9.84887
1986-05,east-of-england,16.29708
1986-06,east-of-england,19.87162
1986-07,east-of-england,21.45663
1986-08,east-of-england,18.91367
1986-09,east-of-england,16.71811
1986-10,east-of-england,15.33226
1986-11,east-of-england,10.90221
1986-12,east-of-england,8.65468
1987-01,east-of-england,2.68743
1987-02,east-of-england,6.72968
1987-03,east-of-england,7.19124
1987-04,east-of-england,14.80302
1987-05,east-of-england,14.47366
1987-06,east-of-england,17.37321
1987-07,east-of-england,20.37234
1987-08,east-of-england,20.50512
1987-09,east-of-england,18.76293
1987-10,east-of-england,14.15529
1987-11,east-of-england,9.05174
1987-12,east-of-england,8.12519
1988-01,east-of-england,7.84971
1988-02,east-of-england,7.70606
1988-03,east-of-england,9.51958
1988-04,east-of-england,12.26988
1988-05,east-of-england,16.52577
1988-06,east-of-england,17.85315
1988-07,east-of-england,19.66839
1988-08,east-of-england,21.16812
1988-09,east-of-england,17.94084
1988-10,east-of-england,14.38096
1988-11,east-of-england,8.92148
1988-12,east-of-england,9.12783
1989-01,east-of-england,8.54324
1989-02,east-of-england,9.22097
1989-03,east-of-england,11.79871
1989-04,east-of-england,10.24047
1989-05,east-of-england,18.87857
1989-06,east-of-england,20.17077
1989-07,east-of-england,23.75513
1989-08,east-of-england,23.10349
1989-09,east-of-england,19.91999
1989-10,east-of-england,15.96067
1989-11,east-of-england,9.9444
1989-12,east-of-england,8.05204
1990-01,east-of-england,9.26293
1990-02,east-of-england,10.86773
1990-03,east-of-england,12.68175
1990-04,east-of-england,13.37914
1990-05,east-of-england,18.42027
1990-06,east-of-england,18.68965
1990-07,east-of-england,22.91858
1990-08,east-of-england,24.89125
1990-09,east-of-england,18.29719
1990-10,east-of-england,16.01104
1990-11,east-of-england,9.66666
1990-12,east-of-england,6.86867
1991-01,east-of-england,6.29978
1991-02,east-of-england,4.36129
1991-03,east-of-england,11.73994
1991-04,east-of-england,12.30605
1991-05,east-of-england,14.48587
1991-06,east-of-england,16.84318
1991-07,east-of-england,22.66836
1991-08,east-of-england,23.49514
1991-09,east-of-england,20.16034
1991-10,east-of-england,13.83169
1991-11,east-of-england,9.57317
1991-12,east-of-england,7.27323
1992-01,east-of-england,6.32599
1992-02,east-of-england,8.69229
1992-03,east-of-england,10.73954
1992-04,east-of-england,13.06859
1992-05,east-of-england,19.21972
1992-06,east-of-england,21.09271
1992-07,east-of-england,21.65373
1992-08,east-of-england,21.2326
1992-09,east-of-england,18.1796
1992-10,east-of-england,11.56474
1992-11,east-of-england,10.68147
1992-12,east-of-england,6.60938
1993-01,east-of-england,9.06095
1993-02,east-of-england,6.39617
1993-03,east-of-england,10.60889
1993-04,east-of-england,13.56105
1993-05,east-of-england,16.55166
1993-06,east-of-england,20.15691
1993-07,east-of-england,20.63524
1993-08,east-of-england,20.2992
1993-09,east-of-england,16.66104
1993-10,east-of-england,12.32728
1993-11,east-of-england,7.75578
1993-12,east-of-england,8.20233
1994-01,east-of-england,8.04842
1994-02,east-of-england,6.28305
1994-03,east-of-england,11.54787
1994-04,east-of-england,12.43869
1994-05,east-of-england,14.94258
1994-06,east-of-england,20.08704
1994-07,east-of-england,24.60182
1994-08,east-of-england,21.68364
1994-09,east-of-england,16.88144
1994-10,east-of-england,13.96804
1994-11,east-of-england,12.51623
1994-12,east-of-england,9.48918
1995-01,east-of-england,7.56339
1995-02,east-of-england,9.50646
1995-03,east-of-england,9.83387
1995-04,east-of-england,13.62055
1995-05,east-of-england,17.39277
1995-06,east-of-england,18.32609
1995-07,east-of-england,24.92574
1995-08,east-of-england,24.78763
1995-09,east-of-england,18.01471
1995-10,east-of-england,17.35046
1995-11,east-of-england,10.67438
1995-12,east-of-england,4.44451
1996-01,east-of-england,5.4708
1996-02,east-of-england,5.37697
1996-03,east-of-england,6.7168
1996-04,east-of-england,13.36587
1996-05,east-of-england,13.80287
1996-06,east-of-england,20.83774
1996-07,east-of-england,22.47665
1996-08,east-of-england,21.9834
1996-09,east-of-england,17.77189
1996-10,east-of-england,15.38063
1996-11,east-of-england,9.17759
1996-12,east-of-england,5.21315
1997-01,east-of-england,4.44852
1997-02,east-of-england,9.88156
1997-03,east-of-england,12.50891
1997-04,east-of-england,13.46484
1997-05,east-of-england,17.13692
1997-06,east-of-england,18.6265
1997-07,east-of-england,22.02715
1997-08,east-of-england,25.24466
1997-09,east-of-england,19.48135
1997-10,east-of-england,14.69322
1997-11,east-of-england,11.42513
1997-12,east-of-england,8.30555
1998-01,east-of-england,7.9412
1998-02,east-of-england,11.0258
1998-03,east-of-england,11.41256
1998-04,east-of-england,12.0235
1998-05,east-of-england,17.89342
1998-06,east-of-england,19.1449
1998-07,east-of-england,20.64318
1998-08,east-of-england,22.00811
1998-09,east-of-england,19.06572
1998-10,east-of-england,13.88348
1998-11,east-of-england,8.44152
1998-12,east-of-england,8.42008
1999-01,east-of-england,8.66455
1999-02,east-of-england,7.99663
1999-03,east-of-england,11.26279
1999-04,east-of-england,13.99816
1999-05,east-of-england,18.0714
1999-06,east-of-england,19.03688
1999-07,east-of-england,23.45647
1999-08,east-of-england,21.64254
1999-09,east-of-england,20.90872
1999-10,east-of-england,14.7588
1999-11,east-of-england,10.52286
1999-12,east-of-england,7.42198
2000-01,east-of-england,7.93385
2000-02,east-of-england,9.49498
2000-03,east-of-england,11.11906
2000-04,east-of-england,12.44846
2000-05,east-of-england,16.93069
2000-06,east-of-england,20.21928
2000-07,east-of-england,19.42966
2000-08,east-of-england,22.68536
2000-09,east-of-england,19.76704
2000-10,east-of-england,14.03436
2000-11,east-of-england,10.26499
2000-12,east-of-england,7.94407
2001-01,east-of-england,6.18817
2001-02,east-of-england,8.01563
2001-03,east-of-england,8.66561
2001-04,east-of-england,11.91842
2001-05,east-of-england,17.54363
2001-06,east-of-england,19.3772
2001-07,east-of-england,22.6149
2001-08,east-of-england,22.53614
2001-09,east-of-england,17.25085
2001-10,east-of-england,17.20781
2001-11,east-of-england,10.62012
2001-12,east-of-england,6.56723
2002-01,east-of-england,8.42507
2002-02,east-of-england,10.54005
2002-03,east-of-england,11.71637
2002-04,east-of-england,14.40059
2002-05,east-of-england,16.44892
2002-06,east-of-england,19.99089
2002-07,east-of-england,21.56394
2002-08,east-of-england,22.65893
2002-09,east-of-england,19.24885
2002-10,east-of-england,14.05002
2002-11,east-of-england,11.48286
2002-12,east-of-england,7.83461
2003-01,east-of-england,7.03888
2003-02,east-of-england,7.40677
2003-03,east-of-england,12.21193
2003-04,east-of-england,14.57135
2003-05,east-of-england,17.52057
2003-06,east-of-england,21.84943
2003-07,east-of-england,23.10002
2003-08,east-of-england,24.42477
2003-09,east-of-england,20.85619
2003-10,east-of-england,13.63199
2003-11,east-of-england,11.5479
2003-12,east-of-england,7.93099
2004-01,east-of-england,7.76913
2004-02,east-of-england,8.05042
2004-03,east-of-england,10.26868
2004-04,east-of-england,14.15317
2004-05,east-of-england,16.91604
2004-06,east-of-england,20.96911
2004-07,east-of-england,21.49137
2004-08,east-of-england,22.8743
2004-09,east-of-england,19.86558
2004-10,east-of-england,14.68232
2004-11,east-of-england,10.36999
2004-12,east-of-england,8.15422
2005-01,east-of-england,8.81814
2005-02,east-of-england,6.80185
2005-03,east-of-england,10.40502
2005-04,east-of-england,13.94447
2005-05,east-of-england,16.54578
2005-06,east-of-england,21.08393
2005-07,east-of-england,21.49941
2005-08,east-of-england,21.66729
2005-09,east-of-england,20.58172
2005-10,east-of-england,17.12205
2005-11,east-of-england,9.99613
2005-12,east-of-england,7.2536
2006-01,east-of-england,6.53019
2006-02,east-of-england,6.53132
2006-03,east-of-england,8.40444
2006-04,east-of-england,13.10329
2006-05,east-of-england,17.16599
2006-06,east-of-england,21.41969
2006-07,east-of-england,26.70519
2006-08,east-of-england,20.84375
2006-09,east-of-england,22.16277
2006-10,east-of-england,17.13543
2006-11,east-of-england,12.03128
2006-12,east-of-england,9.20691
2007-01,east-of-england,9.90071
2007-02,east-of-england,9.2084
2007-03,east-of-england,11.78384
2007-04,east-of-england,16.89637
2007-05,east-of-england,16.74778
2007-06,east-of-england,19.87318
2007-07,east-of-england,20.89889
2007-08,east-of-england,21.06819
2007-09,east-of-england,19.11345
2007-10,east-of-england,14.79036
2007-11,east-of-england,10.52184
2007-12,east-of-england,8.06909
2008-01,east-of-england,9.6857
2008-02,east-of-england,9.85641
2008-03,east-of-england,9.67804
2008-04,east-of-england,12.89039
2008-05,east-of-england,18.28936
2008-06,east-of-england,19.45793
2008-07,east-of-england,22.14122
2008-08,east-of-england,21.51445
2008-09,east-of-england,18.07678
2008-10,east-of-england,14.21154
2008-11,east-of-england,9.99596
2008-12,east-of-england,6.37745
2009-01,east-of-england,5.57525
2009-02,east-of-england,7.00434
2009-03,east-of-england,11.46311
2009-04,east-of-england,15.24601
2009-05,east-of-england,17.77912
2009-06,east-of-england,20.07475
2009-07,east-of-england,22.10672
2009-08,east-of-england,23.49802
2009-09,east-of-england,19.84284
2009-10,east-of-england,15.38522
2009-11,east-of-england,11.88967
2009-12,east-of-england,6.10782
2010-01,east-of-england,3.62496
2010-02,east-of-england,5.61131
2010-03,east-of-england,10.39035
2010-04,east-of-england,14.37629
2010-05,east-of-england,15.89201
2010-06,east-of-england,20.90413
2010-07,east-of-england,24.12626
2010-08,east-of-england,20.66197
2010-09,east-of-england,18.50333
2010-10,east-of-england,14.378
2010-11,east-of-england,8.35203
2010-12,east-of-england,2.78612
2011-01,east-of-england,6.68024
2011-02,east-of-england,9.11413
2011-03,east-of-england,10.93557
2011-04,east-of-england,17.87947
2011-05,east-of-england,18.52478
2011-06,east-of-england,20.2107
2011-07,east-of-england,20.42426
2011-08,east-of-england,21.13473
2011-09,east-of-england,20.93066
2011-10,east-of-england,17.29393
2011-11,east-of-england,12.80291
2011-12,east-of-england,8.75301
2012-01,east-of-england,8.77073
2012-02,east-of-england,6.98502
2012-03,east-of-england,12.74242
2012-04,east-of-england,11.89023
2012-05,east-of-england,16.53217
2012-06,east-of-england,18.32731
2012-07,east-of-england,20.70456
2012-08,east-of-england,22.73823
2012-09,east-of-england,18.94584
2012-10,east-of-england,13.44255
2012-11,east-of-england,10.01499
2012-12,east-of-england,7.77637
2013-01,east-of-england,5.70092
2013-02,east-of-england,5.46979
2013-03,east-of-england,5.71101
2013-04,east-of-england,12.67634
2013-05,east-of-england,15.49793
2013-06,east-of-england,18.54879
2013-07,east-of-england,24.25031
2013-08,east-of-england,23.1402
2013-09,east-of-england,18.78762
2013-10,east-of-england,16.03661
2013-11,east-of-england,9.47749
2013-12,east-of-england,9.30485
2014-01,east-of-england,8.81991
2014-02,east-of-england,9.72038
2014-03,east-of-england,13.09315
2014-04,east-of-england,15.17906
2014-05,east-of-england,17.34253
2014-06,east-of-england,20.44253
2014-07,east-of-england,23.75629
2014-08,east-of-england,20.94565
2014-09,east-of-england,20.22106
2014-10,east-of-england,16.883
2014-11,east-of-england,11.71248
2014-12,east-of-england,8.2436
2015-01,east-of-england,7.60938
2015-02,east-of-england,7.28672
2015-03,east-of-england,10.80451
2015-04,east-of-england,14.37965
2015-05,east-of-england,16.36413
2015-06,east-of-england,20.13014
2015-07,east-of-england,22.41798
2015-08,east-of-england,21.98425
2015-09,east-of-england,17.74478
2015-10,east-of-england,14.82715
2015-11,east-of-england,12.84047
2015-12,east-of-england,12.69643
2016-01,east-of-england,8.43239
2016-02,east-of-england,8.52755
2016-03,east-of-england,9.68558
2016-04,east-of-england,12.2602
2016-05,east-of-england,17.51734
2016-06,east-of-england,19.54073
2016-07,east-of-england,22.99363
2016-08,east-of-england,23.5925
2016-09,east-of-england,21.68008
2016-10,east-of-england,15.0577
2016-11,east-of-england,9.60169
2016-12,east-of-england,9.09417
2017-01,east-of-england,6.48606
2017-02,east-of-england,9.06694
2017-03,east-of-england,13.11114
2017-04,east-of-england,14.18413
2017-05,east-of-england,18.39203
2017-06,east-of-england,22.00838
2017-07,east-of-england,22.32457
2017-08,east-of-england,21.60606
2017-09,east-of-england,18.38781
2017-10,east-of-england,16.23064
2017-11,east-of-england,10.10732
2017-12,east-of-england,7.50171
2018-01,east-of-england,8.43303
2018-02,east-of-england,5.75259
2018-03,east-of-england,8.42241
2018-04,east-of-england,14.32155
2018-05,east-of-england,19.0125
2018-06,east-of-england,21.5732
2018-07,east-of-england,26.23941
2018-08,east-of-england,23.02704
2018-09,east-of-england,19.52973
2018-10,east-of-england,15.84782
2018-11,east-of-england,11.36953
2018-12,east-of-england,9.52132
2019-01,east-of-england,6.65664
2019-02,east-of-england,11.47133
2019-03,east-of-england,11.99569
2019-04,east-of-england,14.08471
2019-05,east-of-england,16.66445
2019-06,east-of-england,20.08302
2019-07,east-of-england,23.62337
2019-08,east-of-england,23.97825
2019-09,east-of-england,20.04214
2019-10,east-of-england,14.40546
2019-11,east-of-england,9.47843
2019-12,east-of-england,8.85295
2020-01,east-of-england,9.22224
2020-02,east-of-england,10.20964
2020-03,east-of-england,10.80504
2020-04,east-of-england,16.06565
2020-05,east-of-england,19.12934
2020-06,east-of-england,20.87935
2020-07,east-of-england,21.76415
2020-08,east-of-england,23.80827
2020-09,east-of-england,19.95469
2020-10,east-of-england,14.14007
2020-11,east-of-england,12.1061
2020-12,east-of-england,7.48082
2021-01,east-of-england,5.72512
2021-02,east-of-england,8.29816
2021-03,east-of-england,10.78402
2021-04,east-of-england,11.29907
2021-05,east-of-england,15.11567
2021-06,east-of-england,20.75648
2021-07,east-of-england,22.6582
2021-08,east-of-england,21.55348
1884-01,london,9.04346
1884-02,london,8.68826
1884-03,london,10.88857
1884-04,london,11.56998
1884-05,london,17.49985
1884-06,london,19.2558
1884-07,london,22.31954
1884-08,london,24.27447
1884-09,london,19.856
1884-10,london,13.66151
1884-11,london,8.82851
1884-12,london,7.54043
1885-01,london,5.02755
1885-02,london,9.65897
1885-03,london,9.05322
1885-04,london,13.47015
1885-05,london,14.24071
1885-06,london,20.0145
1885-07,london,22.97158
1885-08,london,19.50839
1885-09,london,17.44715
1885-10,london,11.35557
1885-11,london,9.22266
1885-12,london,6.51469
1886-01,london,4.86318
1886-02,london,3.25215
1886-03,london,8.10126
1886-04,london,12.72997
1886-05,london,16.35406
1886-06,london,19.19952
1886-07,london,21.95266
1886-08,london,21.95021
1886-09,london,19.66585
1886-10,london,15.51639
1886-11,london,9.87798
1886-12,london,5.76285
1887-01,london,4.77332
1887-02,london,7.5683
1887-03,london,7.52894
1887-04,london,11.83317
1887-05,london,14.22306
1887-06,london,21.47186
1887-07,london,24.50256
1887-08,london,22.49559
1887-09,london,16.46762
1887-10,london,11.38647
1887-11,london,7.79888
1887-12,london,5.92806
1888-01,london,5.8457
1888-02,london,4.1703
1888-03,london,6.90855
1888-04,london,10.66914
1888-05,london,16.46292
1888-06,london,19.03742
1888-07,london,18.33488
1888-08,london,19.60742
1888-09,london,17.80891
1888-10,london,12.82729
1888-11,london,10.71154
1888-12,london,7.73302
1889-01,london,5.31462
1889-02,london,6.10386
1889-03,london,9.01891
1889-04,london,11.81133
1889-05,london,18.01403
1889-06,london,21.36873
1889-07,london,20.53144
1889-08,london,20.41591
1889-09,london,17.99471
1889-10,london,13.04348
1889-11,london,9.853
1889-12,london,6.00939
1890-01,london,9.43452
1890-02,london,6.28038
1890-03,london,10.52868
1890-04,london,12.13884
1890-05,london,17.47566
1890-06,london,19.14292
1890-07,london,19.74494
1890-08,london,19.92427
1890-09,london,20.78026
1890-10,london,14.41155
1890-11,london,9.59812
1890-12,london,1.15752
1891-01,london,4.19322
1891-02,london,7.93173
1891-03,london,8.33149
1891-04,london,11.26922
1891-05,london,14.85614
1891-06,london,20.39164
1891-07,london,20.13925
1891-08,london,19.10415
1891-09,london,19.73664
1891-10,london,14.57353
1891-11,london,9.2386
1891-12,london,8.09373
1892-01,london,5.31261
1892-02,london,6.86628
1892-03,london,6.84365
1892-04,london,14.11549
1892-05,london,17.96061
1892-06,london,19.27012
1892-07,london,19.77922
1892-08,london,21.2651
1892-09,london,17.82393
1892-10,london,11.3828
1892-11,london,10.08517
1892-12,london,5.33349
1893-01,london,4.13313
1893-02,london,8.40196
1893-03,london,13.44579
1893-04,london,17.43169
1893-05,london,19.42082
1893-06,london,22.0194
1893-07,london,22.22171
1893-08,london,23.87966
1893-09,london,18.86175
1893-10,london,14.82474
1893-11,london,8.64564
1893-12,london,7.61693
1894-01,london,6.15721
1894-02,london,8.54508
1894-03,london,11.84396
1894-04,london,15.70262
1894-05,london,14.76362
1894-06,london,19.10923
1894-07,london,21.40436
1894-08,london,19.49154
1894-09,london,16.23981
1894-10,london,13.0896
1894-11,london,11.18654
1894-12,london,7.97083
1895-01,london,3.27745
1895-02,london,1.80495
1895-03,london,10.22984
1895-04,london,13.56479
1895-05,london,18.66365
1895-06,london,21.59623
1895-07,london,21.49456
1895-08,london,21.50349
1895-09,london,22.80245
1895-10,london,12.08504
1895-11,london,11.58357
1895-12,london,7.17339
1896-01,london,7.13243
1896-02,london,7.77539
1896-03,london,11.5884
1896-04,london,13.85196
1896-05,london,17.7267
1896-06,london,22.61069
1896-07,london,23.82539
1896-08,london,19.93417
1896-09,london,17.48161
1896-10,london,11.53883
1896-11,london,7.57681
1896-12,london,6.69296
1897-01,london,4.14897
1897-02,london,8.86281
1897-03,london,11.00961
1897-04,london,12.20809
1897-05,london,16.26177
1897-06,london,21.05145
1897-07,london,23.01919
1897-08,london,22.23207
1897-09,london,17.24812
1897-10,london,14.63389
1897-11,london,10.45601
1897-12,london,7.75106
1898-01,london,8.51528
1898-02,london,8.30244
1898-03,london,8.45805
1898-04,london,13.92024
1898-05,london,15.16436
1898-06,london,18.80199
1898-07,london,21.73853
1898-08,london,23.28972
1898-09,london,22.76529
1898-10,london,15.44563
1898-11,london,10.97075
1898-12,london,10.11628
1899-01,london,8.84067
1899-02,london,9.47934
1899-03,london,9.97233
1899-04,london,12.81469
1899-05,london,15.90624
1899-06,london,21.99982
1899-07,london,24.55816
1899-08,london,25.12491
1899-09,london,19.52672
1899-10,london,14.40978
1899-11,london,11.79182
1899-12,london,5.46717
1900-01,london,7.42217
1900-02,london,6.68123
1900-03,london,7.47977
1900-04,london,13.77322
1900-05,london,15.813
1900-06,london,20.32318
1900-07,london,25.17413
1900-08,london,21.00239
1900-09,london,20.26028
1900-10,london,14.47826
1900-11,london,10.61933
1900-12,london,10.10225
1901-01,london,6.64402
1901-02,london,4.88999
1901-03,london,7.57797
1901-04,london,14.34218
1901-05,london,17.62858
1901-06,london,20.60994
1901-07,london,24.51447
1901-08,london,22.8043
1901-09,london,19.44286
1901-10,london,14.47376
1901-11,london,7.94945
1901-12,london,6.92688
1902-01,london,7.82223
1902-02,london,4.78099
1902-03,london,11.34598
1902-04,london,13.15833
1902-05,london,14.18229
1902-06,london,19.32499
1902-07,london,21.4128
1902-08,london,20.20034
1902-09,london,18.69307
1902-10,london,13.39294
1902-11,london,10.08207
1902-12,london,7.33112
1903-01,london,7.22283
1903-02,london,10.43228
1903-03,london,11.85499
1903-04,london,11.24854
1903-05,london,17.00899
1903-06,london,18.05882
1903-07,london,21.21434
1903-08,london,19.95729
1903-09,london,18.8193
1903-10,london,14.66987
1903-11,london,10.1216
1903-12,london,5.99044
1904-01,london,6.80699
1904-02,london,7.02666
1904-03,london,8.63331
1904-04,london,14.2264
1904-05,london,16.48566
1904-06,london,19.53339
1904-07,london,24.13672
1904-08,london,21.99312
1904-09,london,17.91299
1904-10,london,14.21901
1904-11,london,8.98313
1904-12,london,7.46556
1905-01,london,6.70822
1905-02,london,8.50728
1905-03,london,11.18719
1905-04,london,12.14654
1905-05,london,17.18703
1905-06,london,19.90868
1905-07,london,23.89923
1905-08,london,20.34768
1905-09,london,17.3587
1905-10,london,11.44682
1905-11,london,8.69936
1905-12,london,7.14619
1906-01,london,8.58659
1906-02,london,6.94319
1906-03,london,9.1955
1906-04,london,13.38229
1906-05,london,16.20536
1906-06,london,19.93726
1906-07,london,22.68781
1906-08,london,23.60562
1906-09,london,20.2994
1906-10,london,15.90924
1906-11,london,10.88756
1906-12,london,5.592
1907-01,london,6.09906
1907-02,london,6.01762
1907-03,london,12.00328
1907-04,london,12.84428
1907-05,london,16.29628
1907-06,london,17.99086
1907-07,london,19.71568
1907-08,london,20.64782
1907-09,london,20.28674
1907-10,london,14.49958
1907-11,london,10.53041
1907-12,london,7.93583
1908-01,london,5.49033
1908-02,london,8.70245
1908-03,london,8.37297
1908-04,london,10.83892
1908-05,london,18.2434
1908-06,london,21.11692
1908-07,london,21.92867
1908-08,london,20.52238
1908-09,london,18.35296
1908-10,london,16.71987
1908-11,london,11.28008
1908-12,london,6.67149
1909-01,london,6.04736
1909-02,london,6.35786
1909-03,london,7.09179
1909-04,london,15.01885
1909-05,london,17.51237
1909-06,london,16.52555
1909-07,london,20.34471
1909-08,london,22.0776
1909-09,london,16.93322
1909-10,london,14.76599
1909-11,london,8.41735
1909-12,london,7.3674
1910-01,london,6.89979
1910-02,london,8.70329
1910-03,london,10.50304
1910-04,london,12.51855
1910-05,london,16.92928
1910-06,london,20.6087
1910-07,london,18.9107
1910-08,london,20.5158
1910-09,london,17.80824
1910-10,london,15.17983
1910-11,london,7.43277
1910-12,london,9.11331
1911-01,london,5.78788
1911-02,london,7.86205
1911-03,london,8.94607
1911-04,london,12.42085
1911-05,london,19.15318
1911-06,london,20.65206
1911-07,london,26.24745
1911-08,london,25.9221
1911-09,london,21.90919
1911-10,london,14.02497
1911-11,london,9.62476
1911-12,london,9.31471
1912-01,london,6.78649
1912-02,london,8.97329
1912-03,london,11.27924
1912-04,london,14.8333
1912-05,london,18.50469
1912-06,london,19.61907
1912-07,london,22.211
1912-08,london,17.94355
1912-09,london,15.7073
1912-10,london,13.36697
1912-11,london,9.09578
1912-12,london,10.11396
1913-01,london,7.77373
1913-02,london,8.11671
1913-03,london,10.77945
1913-04,london,12.51207
1913-05,london,17.97668
1913-06,london,20.45693
1913-07,london,19.43699
1913-08,london,21.03264
1913-09,london,19.29482
1913-10,london,15.69873
1913-11,london,12.16544
1913-12,london,7.67966
1914-01,london,5.68314
1914-02,london,10.40828
1914-03,london,10.23642
1914-04,london,15.65473
1914-05,london,16.93648
1914-06,london,20.9963
1914-07,london,21.85976
1914-08,london,22.63232
1914-09,london,19.8573
1914-10,london,14.84407
1914-11,london,10.59004
1914-12,london,8.33581
1915-01,london,6.56167
1915-02,london,7.94349
1915-03,london,8.87188
1915-04,london,12.96204
1915-05,london,17.53807
1915-06,london,20.90853
1915-07,london,20.57626
1915-08,london,21.02651
1915-09,london,19.30778
1915-10,london,13.50464
1915-11,london,7.2849
1915-12,london,9.18679
1916-01,london,10.27463
1916-02,london,7.17664
1916-03,london,7.24207
1916-04,london,14.28374
1916-05,london,18.3211
1916-06,london,16.75774
1916-07,london,20.71608
1916-08,london,22.35958
1916-09,london,17.86593
1916-10,london,15.05357
1916-11,london,9.90749
1916-12,london,5.41361
1917-01,london,3.36859
1917-02,london,4.52018
1917-03,london,6.99696
1917-04,london,10.29744
1917-05,london,19.85866
1917-06,london,22.4399
1917-07,london,21.74334
1917-08,london,19.88791
1917-09,london,19.59714
1917-10,london,12.74291
1917-11,london,11.00739
1917-12,london,4.84546
1918-01,london,6.94899
1918-02,london,9.2538
1918-03,london,11.03468
1918-04,london,10.84796
1918-05,london,19.15852
1918-06,london,19.75537
1918-07,london,21.41525
1918-08,london,21.88446
1918-09,london,17.24939
1918-10,london,13.34842
1918-11,london,9.51545
1918-12,london,10.15632
1919-01,london,5.65976
1919-02,london,4.95855
1919-03,london,7.86083
1919-04,london,12.05371
1919-05,london,19.64678
1919-06,london,20.78025
1919-07,london,18.74711
1919-08,london,23.10555
1919-09,london,19.30093
1919-10,london,12.24432
1919-11,london,6.53313
1919-12,london,8.77273
1920-01,london,8.66512
1920-02,london,10.07072
1920-03,london,12.6763
1920-04,london,12.89169
1920-05,london,18.12386
1920-06,london,20.44878
1920-07,london,19.52125
1920-08,london,18.93081
1920-09,london,18.62753
1920-10,london,15.78473
1920-11,london,10.2238
1920-12,london,7.13982
1921-01,london,10.17363
1921-02,london,8.55759
1921-03,london,12.24424
1921-04,london,14.54413
1921-05,london,18.21408
1921-06,london,21.33463
1921-07,london,26.34848
1921-08,london,21.99476
1921-09,london,21.15253
1921-10,london,19.27053
1921-11,london,7.5837
1921-12,london,9.59308
1922-01,london,7.38507
1922-02,london,8.49377
1922-03,london,8.33532
1922-04,london,10.67109
1922-05,london,20.09118
1922-06,london,20.50724
1922-07,london,19.1618
1922-08,london,19.01536
1922-09,london,16.98773
1922-10,london,12.57884
1922-11,london,8.99401
1922-12,london,8.34389
1923-01,london,8.32998
1923-02,london,8.99047
1923-03,london,10.40113
1923-04,london,12.64652
1923-05,london,15.34602
1923-06,london,17.51058
1923-07,london,24.34939
1923-08,london,21.90759
1923-09,london,18.75158
1923-10,london,14.10717
1923-11,london,6.74578
1923-12,london,6.89437
1924-01,london,7.3564
1924-02,london,5.52337
1924-03,london,9.42132
1924-04,london,12.43237
1924-05,london,17.69145
1924-06,london,19.9145
1924-07,london,21.72691
1924-08,london,19.33234
1924-09,london,17.65903
1924-10,london,14.17807
1924-11,london,10.2195
1924-12,london,8.81818
1925-01,london,8.21196
1925-02,london,8.59002
1925-03,london,8.61015
1925-04,london,12.61823
1925-05,london,17.47445
1925-06,london,21.71664
1925-07,london,23.00268
1925-08,london,20.48615
1925-09,london,16.42621
1925-10,london,15.20738
1925-11,london,7.60048
1925-12,london,5.94941
1926-01,london,7.36397
1926-02,london,10.22449
1926-03,london,10.68768
1926-04,london,14.18219
1926-05,london,15.3319
1926-06,london,18.88751
1926-07,london,22.07796
1926-08,london,22.34505
1926-09,london,20.38781
1926-10,london,12.68629
1926-11,london,9.90726
1926-12,london,6.58663
1927-01,london,7.59269
1927-02,london,7.31023
1927-03,london,11.39086
1927-04,london,13.27661
1927-05,london,17.88205
1927-06,london,18.40848
1927-07,london,20.17845
1927-08,london,20.7231
1927-09,london,17.01198
1927-10,london,14.71375
1927-11,london,9.20158
1927-12,london,4.28164
1928-01,london,8.5455
1928-02,london,10.14804
1928-03,london,10.42539
1928-04,london,13.05361
1928-05,london,16.29968
1928-06,london,18.96124
1928-07,london,24.20032
1928-08,london,20.9813
1928-09,london,19.39142
1928-10,london,14.94733
1928-11,london,11.44665
1928-12,london,6.53384
1929-01,london,3.65223
1929-02,london,3.19738
1929-03,london,12.55081
1929-04,london,11.81103
1929-05,london,17.53617
1929-06,london,19.34028
1929-07,london,23.00188
1929-08,london,21.74286
1929-09,london,23.43073
1929-10,london,14.28072
1929-11,london,10.67054
1929-12,london,8.99748
1930-01,london,9.20174
1930-02,london,5.77537
1930-03,london,10.14764
1930-04,london,12.64221
1930-05,london,16.16036
1930-06,london,21.4474
1930-07,london,20.6499
1930-08,london,21.94412
1930-09,london,18.44053
1930-10,london,15.17824
1930-11,london,10.53371
1930-12,london,7.16849
1931-01,london,6.30763
1931-02,london,7.19828
1931-03,london,8.94869
1931-04,london,12.21928
1931-05,london,16.54994
1931-06,london,20.30813
1931-07,london,20.50898
1931-08,london,19.46382
1931-09,london,16.06303
1931-10,london,13.81613
1931-11,london,11.07573
1931-12,london,7.92376
1932-01,london,9.25603
1932-02,london,5.87488
1932-03,london,9.34311
1932-04,london,11.41653
1932-05,london,15.44334
1932-06,london,19.98153
